dance_id,category,grade,student_name,n_smpl_frames,duration_seconds,music_file,teacher_comment_en,teacher_comment_cn
12,Modern,C,jun11,1463,58.5,12.mp3,"The grasp and application of the essentials of movements are poor. Spatial information such as the direction of the body's facing, the relative relationship between the long axis of the body and the w",动作要领的把握及运用较差，身体面向的方向、身体长轴与教室各墙面的相对关系等空间信息，在该生的身体感知中处于持续不清晰的状态，导致组合的顺序和空间路线被明显打乱。
12,Modern,C,jun11__1,1463,58.5,12.mp3,"The breathing pattern is severely disordered - the most prominent problem is that breathing is almost stagnant (breath-holding) during most of the action time of the combination, and only rapid breath",呼吸模式呈现严重的紊乱——最突出的问题是在组合的大部分动作时间里呼吸处于几乎停滞的状态（屏息），仅在动作段落的间隙才以急促的喘息进行补偿性换气。
12,Modern,C,jun11__2,1463,58.5,12.mp3,The body has poor stretchability and lacks awareness of body control section by section.,身体的舒展性较差，缺乏身体逐节控制意识。
13,Folk,A,jun11,3014,120.6,13.mp3,"Accurate grasp of the core force-generating mechanism can further expand the expressive power in the horizontal dimension - that is, after each twisting step is in place, the awareness of lifting the ",核心发力机制把握准确，可进一步在横向维度上拓展表现力——即在每一次拧步到位后，适度强化对侧腰肋的上提意识，使“三道弯”体态中的腰部折线更加饱满、立体。
13,Folk,A,jun11__1,3014,120.6,13.mp3,"The completion quality of the posture is high, which can further improve the continuity and stability of the ""three turns"" during the dynamic movement process - that is, during the continuous forward ",体态的完成质量较高，可在动态运动过程中进一步提升“三道弯”的持续性与稳定性——即在连续正丁字拧步的行进中，确保每一拍到位时体态均能达到相同的完成度，避免因步伐加快而导致的体态“缩水”。
13,Folk,A,jun11__3,3014,120.6,13.mp3,"You demonstrate excellent bodily coordination, extension and agility. It is recommended that when alternating slow and fast twisting steps, you strengthen conscious control over the rhythmic contrast ",身体的协调性、舒展性、灵活性好，建议在慢速与快速拧步的交替中，加强对“快发力、慢延伸”节奏对比的自觉把控。
13,Folk,B,jun11__1,3014,120.6,13.mp3,"The movements are consistent with the music melody, and the rhythm is good, but the song style characteristics of the movements are not distinctive enough, which affects the expressiveness of the grou",动作与音乐旋律较为吻合，节奏感较好，但动作的歌风格特征不够鲜明，在一定程度上影响了组合的表现力。
13,Folk,B,jun11__2,3014,120.6,13.mp3,"The movements are basically coherent, but the range of body posture is too small - the twisting angle of the knees, the twisting range of the waist, and the degree of twisting of the upper body do not",动作基本连贯，但体态的呈现幅度偏小——膝部的拧转角度、腰部的扭动幅度以及上身的回拧程度均未达到胶州秧歌体态应有的视觉标准。
13,Folk,B,jun11__3,3014,120.6,13.mp3,"The student can basically complete the combined action route, but there is a local problem with the sequence of force exertion. The twisting of the waist and knees often starts before the grinding of ",该生基本能完成组合的动作路线，但发力顺序存在局部问题，腰部与膝部的拧动时常先于脚部碾动启动，破坏了“自下而上”的力量传导原则。
13,Folk,C,jun11,3014,120.6,13.mp3,"There are problems in maintaining the basic posture: inaccurate foot position, failure to bring the knees together and slightly bending, and deviation of the central axis of the body.",基本体态的保持存在问题：脚位不准确、双膝未能并拢微屈、身体中轴线偏移。
13,Folk,C,jun11__1,3014,120.6,13.mp3,"There are obvious deficiencies in the sense of rhythm and synchronization of movements - movements often lag behind the beat of the music, or the movements of different body parts cannot be synchroniz",节奏感与动作同步性均存在明显不足——动作经常滞后于音乐节拍，或不同身体部位的动作无法在同一拍内同步到位。
13,Folk,C,jun11__2,3014,120.6,13.mp3,"The movement style is poorly controlled, showing superficial body twisting instead of spiral power transmission from the feet to the head.",动作风格掌握较差，呈现出表层的身躯扭动，而非由脚至头的螺旋式力量传导。
14,Folk,A,jun11,3439,137.6,14.mp3,"The coordination of the lower limb rolling and upper limb movements is relatively coordinated, which can further increase its own independent arc and intensity changes, forming a polyphonic relationsh",下肢碾步与上肢动作的配合较为协调，可进一步增加自身独立的弧线与力度变化，使上下肢之间形成“同节奏、不同质感”的复调关系，丰富组合的视觉层次。
14,Folk,A,jun11__1,3439,137.6,14.mp3,"The rhythmic characteristics of ""fast force, slow extension"" are well grasped. You can further add subtle speed changes in the process of ""slow extension"", such as the first half of the extension bein",“快发力、慢延伸”的节奏特征把握较好。可进一步在“慢延伸”的过程中加入细微的速度变化，如延伸的前半段稍快、后半段渐缓，使延伸本身也具有内在的节奏张力。
14,Folk,A,jun11__3,3439,137.6,14.mp3,"During the rolling process, the main leg's sole-axis rolling movement is delicate and precise. The power foot is close to the main leg and is lifted off the ground cleanly, which can further improve t",碾步过程中主力腿脚掌为轴的碾动细腻精准，动力脚紧贴主力腿、虚离地面的处理干净利落，可在连续碾步的衔接中进一步提升流畅度
14,Folk,B,jun11,3439,137.6,14.mp3,"It better presents the dynamic characteristics of ""twisting, grinding, stretching and toughening"". It can be further improved - the delicacy of ""grinding"" and the extent of ""twisting"".",较好地呈现了“拧、碾、抻、韧”的动律特征。可进一步提升——“碾”的细腻与“拧”的幅度。
14,Folk,B,jun11__2,3439,137.6,14.mp3,"If you have a good grasp of style in dance, it is recommended to strengthen the guiding role of the head, so that the direction of sight turns before the body, and to enhance the directionality and in",舞蹈中风格的掌握较好，建议强化头部的引导作用，使视线方向先于身体转向，增强动作的指向性与意图感。
14,Folk,B,jun11__3,3446,137.8,14.mp3,"During the grinding process, the center of gravity cannot be stabilized on the main leg, and there is often a tendency for the center of gravity to shift prematurely toward the power leg, affecting th",碾步过程中重心未能稳定于主力腿，时常出现重心向动力脚方向过早转移的倾向，动作的稳定性和控制的精确度均受到影响。
14,Folk,C,jun11,3439,137.6,14.mp3,"The rolling angle of the sole of the main leg is too small, and the range of retreat of the power foot is insufficient, which makes the sense of openness and space occupation of the rolling step insuf",主力腿脚掌的碾动角度偏小，动力脚后撤的幅度不足，使碾步的打开感和空间占据感不够充分。
14,Folk,C,jun11__1,3439,137.6,14.mp3,"During the rolling process, the sole of the main leg failed to serve as the axis of rolling, and the power foot also failed to stay close to the main leg and lift off the ground to complete the rollin",碾步过程中主力腿脚掌未能作为碾动的轴心，动力脚也未能紧贴主力腿、虚离地面完成碾动。动作呈现为“迈步”或“移步”而非“碾步”。
14,Folk,C,jun11__2,3439,137.6,14.mp3,There is a problem of timing misalignment between the movements of the upper limbs and the grinding steps of the lower limbs - the start of the movements of the upper limbs is often earlier or later t,上肢动作与下肢碾步之间存在时序错位的问题——上肢动作的起动常早于或晚于下肢碾步的完成，两者未能在同一拍内同步到位。
15,Folk,A,jun11,3053,122.1,15.mp3,"At present, the extension of the arm has been well reflected in the horizontal and vertical directions. A richer spatial hierarchy can be added to the oblique fan push - that is, the direction of the ",当前手臂的延伸已在水平方向和垂直方向上有较好的体现，可在斜向推扇中加入更丰富的空间层次——即推扇的方向可在水平、垂直与斜向之间建立更灵活的切换，使推扇动作对空间的占据更加立体。
15,Folk,A,jun11__1,3053,122.1,15.mp3,"Excellently grasps the typical rhythm characteristics of ""fast to hold, slow to push"". The level of strength can be further enriched during the ""extension"" process of pushing the fan - that is, the fi",出色地把握了“快抱慢推”的典型节奏特征。可在推扇的“延伸”过程中进一步丰富力度的层次——即推扇的前半段保持匀速延伸，推至中段时略作减速以积蓄力量，推至末端时再以极微小的加速完成最后的释放，使推扇的过程具有内在的张力变化而非单一的匀速运动。
15,Folk,A,jun11__3,3053,122.1,15.mp3,"Demonstrates good arm extension awareness during the push-fan motion. , it is recommended to add a very short sense of ""continuous extension in stillness"" when pushing the fan to the farthest end - th",在推扇动作中展现了良好的手臂延伸意识。，建议在推扇至最远端时加入极短暂的“静止中的持续延伸”感——即形态已到位但力量仍在向外输送，使推扇的完成具有“未完待续”的意蕴。
15,Folk,B,jun11,3053,122.1,15.mp3,"When pushing the fan, the elbow joint is lower than the wrist joint (elbow drop), and the shoulders are involuntarily raised when exerting force. Dropping the elbows makes the lines of the arms not st",推扇时肘关节低于腕关节（肘部下坠），以及发力时肩部不自觉地耸起。肘部下坠使手臂的线条不够舒展，推扇的力量在肘部产生“断点”；耸肩则使颈部紧张、体态局促，影响了推扇动作的整体美感。
15,Folk,B,jun11__1,3053,122.1,15.mp3,"The combination's handling of the rhythmic characteristics of ""fast hug, slow push"" is not clear enough. The contrast between fast and slow is low, which makes the rhythm level of the combination not ",组合中对“快抱慢推”节奏特征的处理不够鲜明。快与慢之间的对比度偏低，使组合的节奏层次不够分明，特有的节奏张力未能充分展现。
15,Folk,B,jun11__2,3053,122.1,15.mp3,"At present, the power accumulation of fan holding is mainly completed at the arm level. The participation of the middle part of the body can be further enhanced when holding the fan. That is, the abdo",当前抱扇的蓄力主要在手臂层面完成，可在抱扇时进一步加强身体中段的参与——即抱扇的瞬间腹肌快速收束、骨盆微微后倾，使蓄力从手臂扩展至全身。
15,Folk,C,jun11,3053,122.1,15.mp3,"There is a disconnection between the holding, pushing and fanning movements of the upper limbs and the steps of the lower limbs. There is a lack of basic coordination between the upper and lower bodie",上肢的抱推扇动作与下肢的步伐之间呈现脱节状态，上下身之间缺乏基本的协调配合，
15,Folk,C,jun11__1,3053,122.1,15.mp3,"Weak rhythmic tension, low style recognition, and poor expression",节奏张力弱，风格辨识度低，表现力差
15,Folk,C,jun11__3,3053,122.1,15.mp3,"In the combination, the way the fan is held is stiff and has poor expressiveness.",在组合中，扇子的握持方式偏于僵硬，表现力差
16,Folk,A,jun11,2445,97.8,16.mp3,"It is recommended to inject character information into the ""pauses"" and ""silence"" of the action so that the performance maintains a consistent quality between movement and stillness.",建议在动作的“停顿”与“静默”中同样注入人物的性格信息，使表演在动与静之间保持一致的品格。
16,Folk,A,jun11__1,2445,97.8,16.mp3,"The current unification of facial expressions and body language has been achieved in a single emotional state, which can further improve the synchronization of the face and body during the transition ",当前面部表情与肢体语言的统一已在单一情绪状态下实现，可在情绪转换的过渡过程中进一步提升面部与肢体的同步性。
16,Folk,A,jun11__2,2445,97.8,16.mp3,"At present, the corresponding relationship between the fan and the character's personality has been initially established. The details of the use of the fan can be further refined - that is, the holdi",当前扇子与人物性格的对应关系已初步建立，可在扇子运用的细节上进一步精细化——即扇子的握持位置、扇面的朝向角度、扇动的幅度与速度等细节，均可根据、人物的性格特点做出更具针对性的处理。
16,Folk,B,jun11,2445,97.8,16.mp3,It is recommended to reduce unnecessary movement traces during the conversion process between holding the fan and pushing the fan to make the transition between the two smoother and more seamless.,建议在抱扇与推扇的转换过程中减少不必要的动作痕迹，使两者之间的过渡更加流畅无痕。
16,Folk,B,jun11__1,2445,97.8,16.mp3,"The direction of the fan pusher can create a more flexible switch between horizontal, vertical and oblique directions, making the fan push action occupy a more three-dimensional space.",推扇的方向可在水平、垂直与斜向之间建立更灵活的切换，使推扇动作对空间的占据更加立体。
16,Folk,B,jun11__3,2445,97.8,16.mp3,"The body's coordination, stretch, and flexibility are good, and the shoulders always remain in a sinking state, without the common problem of shrugging due to exertion of force. It is recommended that",身体的协调性、舒展性、灵活性较好，肩部始终保持下沉状态，未出现因发力而耸肩的常见问题。建议组合动作中大臂要起到“支撑”作用。
16,Folk,C,jun11,2934,117.4,16.mp3,"The rhythm of the movements is poor, and the core is not tightened at all in the middle section, causing the movements to fall into a pile of sand.",动作节奏感较差，中段核心完全没收紧，导致动作散成一盘沙。
16,Folk,C,jun11__1,2445,97.8,16.mp3,"Every time he exerts force to push the fan, his shoulders will rise up unconsciously, and it is obvious that he is holding his breath and exerting force. This results in tight upper limbs and poor per",每次发力推扇时，肩膀会不自觉地向上耸起，且明显在憋着一口气用力。这导致上肢紧张，表现力差。
16,Folk,C,jun11__2,2445,97.8,16.mp3,"The landing position is completely wrong. It does not fall on the outside of the heel of the main foot, but falls directly behind or inside, causing the body's center of gravity to become unstable and",落脚位置完全不对，不是落在主力脚的脚跟外侧，而是落在了正后方或内侧，导致身体重心不稳，直接破坏了所有后续动作。
17,Folk,A,jun11,1439,57.6,17.mp3,"To grasp and apply the essentials of movements well, the power foot needs to be close to the main leg, and the handling of the virtual lift from the ground needs to be more clean and neat.",动作要领的把握及运用好，动力脚需要紧贴主力腿，虚离地面的处理需进一步干净利落。
17,Folk,A,jun11__1,1439,57.6,17.mp3,"The body's coordination, stretch, and flexibility are very good. It is recommended to increase the coordination of breathing during the instant pause after the step is in place, so that the pause has ",身体的协调性、舒展性、灵活性很好，建议在步伐到位后的瞬间停顿中增加呼吸的配合，使停顿具有内在的张力而非单纯的静止。
17,Folk,A,jun11__3,1439,57.6,17.mp3,"If you have a good grasp of the dance style, it is recommended to strengthen the guiding role of the head, so that the direction of sight turns before the body, and to enhance the directionality and i",舞蹈风格掌握很好，可建议强化头部的引导作用，使视线方向先于身体转向，增强动作的指向性与意图感。
17,Folk,B,jun11,1439,57.6,17.mp3,"The dance style is well controlled, but the center of gravity is often unstable.",舞蹈中风格的掌握较好，但重心时常出现不稳的情况
17,Folk,B,jun11__1,1439,57.6,17.mp3,"The movements are basically completed, but there is a timing misalignment between the movements of the upper limbs and the grinding steps of the lower limbs, resulting in a lack of uniformity and prof",动作基本完成，上肢动作与下肢碾步之间存在时序错位的问题导致动作的整齐度和专业感不足。
17,Folk,B,jun11__2,1439,57.6,17.mp3,"The movements are basically coherent, and the fold lines of the body are not distinct enough.",动作基本连贯，体态的折线不够鲜明。
17,Folk,C,jun11,1439,57.6,17.mp3,"The rolling angle of the sole of the main leg is too small, the range of retreat of the power foot is insufficient, and the style is insufficient.",主力腿脚掌的碾动角度偏小，动力脚后撤的幅度不足，风格性表现不足
17,Folk,C,jun11__1,1439,57.6,17.mp3,The combination structure information such as the direction conversion node is in an unstable state. Poor control of the completeness of the combination,方向的转换节点等组合结构信息处于不稳定状态。对组合的完整度掌握不好
17,Folk,C,jun11__3,1439,57.6,17.mp3,The power foot fails to stick to the main leg and the rhythm is poor.,动力脚未能紧贴主力腿，节奏感较差。
18,Folk,A,jun11__3,2947,117.9,18.mp3,"The rhythm contrast is already quite clear, and the process of pushing the fan can further change its inner tension instead of a single uniform movement.",节奏对比已较为鲜明，推扇的过程可进一步将其内在的张力变化而非单一的匀速运动。
18,Folk,A,jun11__4,2947,117.9,18.mp3,"The movements are highly stylized, and the pushing and fanning movements can further enhance calmness, stretch, and control.",动作风格性强，推扇动作可进一步加强从容舒展、控制有度
18,Folk,A,jun11__5,2947,117.9,18.mp3,"It has good expressive power and can further enhance the speed and neatness of the fan-holding movement, making it more elastic and can be completed cleanly within one beat.",表现力好，可进一步加强抱扇动作的快速利落、使其富有弹性，在一拍之内干净完成
18,Folk,B,jun11,2947,117.9,18.mp3,"The body's flexibility is better, which can further enhance the participation of the middle part of the body when holding the fan.",身体的灵活性较好，可在抱扇时进一步加强身体中段的参与。
18,Folk,B,jun11__1,2947,117.9,18.mp3,"The rhythm is better, but shrugging makes the neck tense and the posture cramped, which affects the overall beauty of the fanning movement.",节奏感较好，但耸肩则使颈部紧张、体态局促，影响了推扇动作的整体美感。
18,Folk,B,jun11__2,2947,117.9,18.mp3,"The mastery and application of the essentials of movements are good, which can further demonstrate the body's awareness of energy accumulation and the flexibility of holding the fan in the fan holding",动作要领的把握及运用较好 ，可进一步在抱扇动作中展现身体蓄力意识与扇子握持的灵活性。
18,Folk,C,jun11,2947,117.9,18.mp3,"The way the fan is held is stiff, and the performance function of the fan as a prop cannot be effectively used.",扇子的握持方式偏于僵硬，扇子作为道具的表现功能未能得到有效发挥。
18,Folk,C,jun11__1,2947,117.9,18.mp3,"The combination has a certain degree of completeness, but the action style is poor and the action route is unclear.",组合有一定的完整度，但动作风格性较差，动作路线不清晰。
18,Folk,C,jun11__2,2947,117.9,18.mp3,"When the fan is pushed upwards, the fan surface fails to remain in the upright position, and when pushed horizontally or obliquely, the fan surface fails to come out from the arm.",上推扇时扇面未能保持立扇状态、横推与斜推时扇面未能贴臂而出。
19,Folk,A,jun11,1279,51.2,19.mp3,"The grasp and application of the essentials of the movements are very good, but there is still room for improvement in the angle and amplitude of the rolling movement.",动作要领的把握及运用很好 ，但碾步在碾动的角度和幅度上尚有提升空间
19,Folk,A,jun11__1,1279,51.2,19.mp3,"The movements are consistent with the melody of the music and are rhythmic, but occasionally the shoulders may appear to be shrugging, and the shoulders are not always lowered.",动作吻合音乐旋律，富有节奏感，但偶尔会出现耸肩状态，肩部未始终保持下沉状态
19,Folk,A,jun11__3,1279,51.2,19.mp3,"The movements are coherent, but the width of the grinding step is occasionally insufficient, which will affect the quality of the posture.",动作连贯，但碾步幅度偶有不足，会影响体态的呈现质量
19,Folk,B,jun11,1279,51.2,19.mp3,"The current single completion quality of the grinding steps is good, and the smoothness can be further improved in the connection of consecutive grinding steps.",当前碾步的单个完成质量较好，可在连续碾步的衔接中进一步提升流畅度
19,Folk,B,jun11__2,1279,51.2,19.mp3,"The current vertical level of power transmission is relatively clear, and the expressive power can be further expanded in the horizontal dimension.",当前力量传导的纵向层次较为清晰，可进一步在横向维度上拓展表现力
19,Folk,B,jun11__3,1279,51.2,19.mp3,"During the grinding process, the center of gravity cannot be stabilized on the main leg, and there is often a tendency for the center of gravity to shift prematurely toward the power leg.",碾步过程中重心未能稳定于主力腿，时常出现重心向动力脚方向过早转移的倾向。
19,Folk,C,jun11,1279,51.2,19.mp3,"There is no cross-confrontation torque between the waist and knees, and the grasp and application of the key points of the combined movements are poor.",腰部与膝部之间没有展现出交叉对抗的扭劲，对组合的动作要领的把握及运用较差
19,Folk,C,jun11__1,1279,51.2,19.mp3,"There is no awareness of raising the side waist and ribs, and the movements are not expressive enough.",侧腰肋没有上提意识，动作表现力不够
19,Folk,C,jun11__2,1279,51.2,19.mp3,"The ""bend"" of the body is stiff and twisted, the movements are not smooth and stretched, and the strength and elegance are missing.",体态的“弯”生硬扭曲，动作不流畅舒展，缺失劲健挺秀
20,Folk,A,jun11__2,3002,120.1,20.mp3,"The movements match the melody of the music and are rhythmic, and the facial expressions and body language can be further highly unified.",动作吻合音乐旋律，富有节奏感，面部表情与肢体语言可进一步高度统一。
20,Folk,A,jun11__4,3002,120.1,20.mp3,"The coordination, stretch and flexibility of the body are very good, and the details of the use of the fan can be further refined - that is, the holding position of the fan, the orientation angle of t",身体的协调性、舒展性、灵活性很好，可在扇子运用的细节上进一步精细化——即扇子的握持位置、扇面的朝向角度、扇动的幅度与速度等细节
20,Folk,A,jun11__6,3002,120.1,20.mp3,"The key points of movements are well grasped and used, which can further improve the synchronization of the face and body during the transition process of emotional transition.",动作要领的把握及运用很好 ，可在情绪转换的过渡过程中进一步提升面部与肢体的同步性。
20,Folk,B,jun11__3,3002,120.1,20.mp3,"The completion of the combination is high, but the knees are too far apart during the completion of the movement.",组合的完成度较高，但是动作完成过程中膝盖分得太开
20,Folk,B,jun11__4,3002,120.1,20.mp3,[Translation failed: 重心把控需进一步求稳，对抗力需要清晰明确 --> No translation was found using the current translator. Try another translator?],重心把控需进一步求稳，对抗力需要清晰明确
20,Folk,B,jun11__5,3002,120.1,20.mp3,"The execution of the combination remains at the level of technical completion of the movements, and can be further improved in the sense of extension and space of the fan.",组合的执行停留在动作的技术完成层面，在对扇子的延伸感与空间可进一步提升
20,Folk,C,jun11,3002,120.1,20.mp3,"Every time he exerts force to push the fan, his shoulders will rise up unconsciously, and it is obvious that he is holding his breath and exerting force.",每次发力推扇时，肩膀会不自觉地向上耸起，且明显在憋着一口气用力。
20,Folk,C,jun11__1,3002,120.1,20.mp3,"When doing the movement, the arms are loose and the elbows are obviously lower than the wrists, causing the entire push fan to ""collapse"" and lose the sense of straightness.",做动作的时候大臂懈了，胳膊肘明显低于手腕，导致整个推扇是“塌”下去的，失去了挺拔感。
20,Folk,C,jun11__2,3002,120.1,20.mp3,"Every time I twist a step, my shoulders and upper body are twisted hard first, and then the steps under my feet follow. The movements look ""stunned"" and ""stiff"". The grasp of the essentials of the mov",每次拧步时，都是肩膀和上半身先猛地使劲拧，脚下的步子才跟过来，动作看起来‘愣’和‘生硬’，对动作要领的把握需要加强
21,Folk,A,jun11,2915,116.6,21.mp3,"The movements are coherent and well coordinated. In order to establish a clear correspondence with the identity and personality of the character, you can become more proficient in the different uses o",动作连贯，协调性好。为了与所塑造人物的身份与性格建立明确的对应关系，对扇子的开合、翻转、推收等不同用法可进一步熟练
21,Folk,A,jun11__1,2915,116.6,21.mp3,"The details of the use of fans can be further refined, making the fans a more expressive means of shaping.",可在扇子运用的细节上进一步精细化，使扇子成为更具表现力的塑造手段
21,Folk,A,jun11__2,2915,116.6,21.mp3,"The expressiveness is very good, but the intensity, speed, amplitude of the movements, and the degree of tightening and relaxation of the body can be further adjusted according to the needs of the cha",表现力很好，但动作的力度、速度、幅度以及身体的收紧与放松程度，均可进一步根据人物性格的需要做出相应的调整，使观众能够通过动作本身感知到人物的身份与性格特征。
21,Folk,B,jun11,2915,116.6,21.mp3,"The style of dance is well controlled, and the details of the amplitude and speed of the fan can be further enhanced.",舞蹈的风格性掌握较好，对扇动的幅度与速度细节可进一步加强
21,Folk,B,jun11__1,2915,116.6,21.mp3,"The movements are well completed, and the facial expressions are often in a ""blank"" or ""dissociated"" state, failing to serve the character creation together with the body movements.",动作完成度较好，面部表情往往处于“空白”或“游离”状态，未能与肢体动作共同服务于人物的塑造。
21,Folk,B,jun11__3,2915,116.6,21.mp3,There is a certain disconnect between facial expressions and body movements.,面部表情与肢体动作之间存在一定程度的脱节。
21,Folk,C,jun11,2915,116.6,21.mp3,The use of fans is simplistic and has poor expressiveness.,扇子的使用呈现单一化，表现力差
21,Folk,C,jun11__1,2915,116.6,21.mp3,"Throughout the performance of the character-building combination, the face is always in a ""dead expression"" state. The creation of characters cannot be established due to the lack of emotional express",在人物塑造组合的整个表演过程中，面部始终处于“面无表情”的状态。人物形象的塑造因情感表达的缺失而无法成立。
21,Folk,C,jun11__2,2915,116.6,21.mp3,"Although the combined actions are all completed, there is a complete lack of awareness of character creation.",组合动作虽全部完成，但人物塑造意识的完全缺失
22,Folk,A,jun11,888,35.5,22.mp3,"In the action of splitting the drum, your strength is very good. You can further pay attention to the strength of the waist, and at the same time drive the arms to chop rapidly along the midline of th",劈鼓子动作中你的发力非常到位，可进一步注意腰发力，同时带动双臂沿身体中线迅猛下劈，体现了“柔中带刚”的特质。
22,Folk,B,jun11,888,35.5,22.mp3,"When doing split drums, the arms move first and then the waist follows. Sometimes the waist does not even move at all. The waist should be the source of power.",做劈鼓子时，手臂先动了，腰才跟上，甚至有时候腰根本没动，腰应该是动力源
22,Folk,C,jun11,888,35.5,22.mp3,"When performing the Pi Guzi movement, your force application logic is muddled, with severe disconnection between your waist, abdomen and arms. You fail to initiate the movement with the waist as the c",完成劈鼓子动作时发力逻辑混乱，腰腹与手臂配合脱节严重，既未能以腰作为核心动力源启动动作，手臂下劈也绵软无力、速度拖沓，完全缺失柔中带刚的质感，整体动作松散无劲道。
